"V1","V2","V3","V4","V5","V6"
0.342102656342103,0.788174226576349,0.494812265989624,0.25724490851449,0.0148674090148674,0
0,0,0,0.538008501076017,0,0
0,0,0,0,0,0
0,0.284898566284899,0.899834518699504,0,1,0.592418915777257
0,0,0,0,0,0.391518659174556
0.21927511143855,0,0,0.0266432810532866,0,0.0160624250481873
0.78072488856145,0.715101433715101,0.100165481300496,0.435348217870696,0,0
0,0,0,0.170118241170118,0,0
0,0,0,0,0,0
0,0.175547890175548,0.205405939410812,0.0403182760403183,0.891977683783955,0.475236111475236
0,0,0,0,0,0
0.458705587,0.719615489719616,0.0706674601413349,0.0961686380961686,0,0.524763888524764
0.541294413,0.104836620104837,0.723926600447853,0.693394844693395,0.108022316216045,0
0,0,0,0.0165188500495566,0.0401188480401188,0
0,0,0,0,0,0
0.0600943611201887,0,0.103107635103108,0.0794687472384062,0.0897638440897638,0.351080221053241
0,0,0,0.269713660809141,0,0
0.493120754986242,0.79403000779403,0.394269063394269,0.207862564623588,0.472915064472915,0.405377151216131
0.44678488389357,0.20596999220597,0.502623301502623,0.426436177279309,0.397202243397202,0.243542627730628
0,0,0,0,0.0861704772585114,0
0,0,0,0,0.0160663100481989,0
0,0,0.625802836,0,0.0671104052013312,0.15038004145114
0,0,0,0.0965221110965221,0.211886404635659,0
0.268366745,0.112273824112274,0.254264892,0,0.618766402856299,0.158235038474705
0.731633255,0.887726175887726,0.119932272,0.903477888903478,0,0.691384920074155
0,0,0,0,0,0
0,0,0,0,0.815989448815989,0
0.374164487122494,0,0.0932075520932076,0,0,0.427836325283509
0,0,0,0,0.0814065180814065,0
0.174954836524865,0.476313770952628,0.406356505406357,0,0.102604033102604,0
0.450880676352642,0.523686229047372,0.500435942500436,1,0,0.572163674716491
0,0,0,0,0,0
0,0,0,0,1,0
1,0.0422879140422879,0.00408270800408271,0,0,0
0,0,0,0,0,0
0,0.451717691451718,0.993513517993514,0.0598933920598934,0,0
0,0.505994394505994,0.00240377400240377,0.940106607940107,0,1
0,0,0,0,0,0
0,0,0,0,1,0
0.994821602989643,0.207735491,0.233495020233495,0,0,0
0,0,0,0,0,0
0,0.262780344,0.351438712351439,0,0,0.149346255149346
0.00517839701035679,0.529484165,0.415066267415066,1,0,0.850653744850654
0,0,0,0,0,0
0,0,0,0,1,0
0.377695073,0,0.438172115314516,0,0,0
0,0,0,0,0,0
0.003960303,0.819094465,0.219550525658652,0,0,0.698292383698292
0.618344624,0.180905535,0.342277359026832,1,0,0.301707616301708
0.317842054317842,0,0,0,0,0
0,0,0,0,1,0
0,0.12708006012708,0.345078524690157,0.161909471161909,0,0
0,0,0,0,0,0.0257262800257263
0.482027189482027,0.374674340374674,0.128995507257991,0,0,0.968166642968167
0.200130756200131,0.498245599498246,0.525925968051852,0.838090528838091,0,0.00610707700610708
0.125479445125479,0,0,0,0,0
0.0345270690345271,0,0.690519079690519,0,1,0
0,0.55405005855405,0,0.825750509651501,0,0
0,0,0,0,0,0
0,0,0,0,0,0.495527900486584
0.839993485839993,0.44594994144595,0.309480920309481,0.174249490348499,0,0.504472099513416
0,0,0,0,0,0
0,0,1,0,1,0
0.0728642671457285,0.539339665157359,0,0.925118626925119,0,0
0.243032516486065,0,0,0,0,0.373192760373193
0,0,0,0,0,0.00948984100948984
0.684103216368206,0.460660334842641,0,0.0748813730748814,0,0.617317398617317
0,0,0,0,0,0
0,0,0.165139313330279,0,1,0
0.441759087767036,0.82462975482463,0.828335560656671,0.841087101,0,0
0.0117076730468307,0,0,0,0,0.306937283613875
0,0,0,0,0,0.234339353468679
0.546533239186133,0.17537024517537,0.00652512601305025,0.158912899,0,0.458723362917447
0,0,0,0,0,0
0,0,0,0,1,0
0.17978002135956,1,1,0.519101695519102,0,0
0.0690554341381109,0,0,0,0,0.07246517
0,0,0,0,0,0.631667176
0.751164544502329,0,0,0.480898304480898,0,0.295867654
0,0,0,0,0,0
0,0,0,0,0.735028986735029,0
0,0.676654601353309,0.761304796761305,0.078817578,0,0
0.275330924,0,0,0,0.162812777162813,0.777902547555805
0,0.323345398646691,0.238695203238695,0,0,0.222097452444195
0.724669076,0,0,0.921182422,0.102158236102158,0
0,0,0,0,0,0
0,0.00528991100528991,0,0,0.218549234218549,0
0.119316579119317,0,0.885356344541425,0.21108998642218,0,0
0,0,0,0,0.0730017150730017,0.144590907289182
0,0.99471008899471,0.114643655458575,0.344314693688629,0,0.855409092710818
0.880683420880683,0,0,0.444595319889191,0.708449050708449,0
0,0,0,0,0,0
0,0.234624942,0,0,0,0
0.539573466539573,0,0.929332298787997,0.2986498765973,0,0
0,0,0,0.10648500721297,0,0
0.0815356670815357,0.765375058,0,0,0.107872940107873,0.80207047780207
0.378890866378891,0,0.0706677012120031,0.59486511618973,0.892127059892127,0.19792952219793
0,0,0,0,0,0.0788974530788975
0,0.996755202,0,0,0,0
0.445078719445079,0,0.75195992325588,0.10710994921422,0,0
0,0,0,0.149381265298763,0,0.34179041734179
0.0704441550704442,0.003244798,0,0,0.454515653909031,0.00679742600679743
0.484477125484477,0,0.24804007674412,0.743508785487018,0.545484346090969,0.572514703572515
0,0,0,0,0.227493751454988,0.566027700132055
0,0.74783520249567,0,0,0.0624092001248184,0
0.902079036804158,0.0738933271477866,0.333925480335702,0.467428972467429,0,0.275980558551961
0,0,0,0.108115909108116,0.102060726204121,0.157991741315984
0,0.0940602451881205,0.403366529613466,0,0.533658817067318,0
0.0979209631958419,0.0842112251684224,0.262707990050832,0.424455118424455,0.074377505148755,0
0,0,0,0,0.537169432074339,0.20209521740419
0,0,0,0.00209101700209102,0.365577650731155,0.00622092301244185
0.24969515149939,0.771320629085283,0.412915344651661,0.865963281865963,0,0.245041064490082
0,0,0,0,0.0972529171945058,0.546642795093286
0.0599291801198584,0,0.340437985361752,0,0,0
0.690375668380751,0.228679370914717,0.246646669986587,0.131945701131946,0,0
0,0,0,0,0.853417475853418,0.25681493251363
0,0,0.227454073454908,0.0325073600325074,0,0.109832215219664
0.726347822179043,1,0.37686001475372,0.566281701566282,0,0.172203812344408
0,0,0,0,0,0.260562320521125
0.208413132625239,0,0.395685911791372,0,0,0.200586719401173
0.0652390451957171,0,0,0.401210938401211,0.146582524146583,0
0,0,0,0,0,0.30171998720688
0,0,0.787391609362175,0,0,0
0.278777814836333,1,0.132073777396221,0.0200694080200694,0.100236565,0
0,0,0,0.108354525108355,0,0.201472034805888
0.721222185163667,0,0.0805346132416039,0,0,0.383648784534595
0,0,0,0.871576066871576,0.899763435,0.113159193452637
0,0,0,0.10711023621422,0.00473519501420559,0.347242933694486
0,0,0.0832301611664603,0.0345849000691698,0,0.0274225890548452
0.635256983905771,1,0.650087993300176,0,0.646992571940978,0
0.0195032750585098,0,0,0.594326583188653,0,0.205491260410983
0.345239741035719,0,0,0,0,0
0,0,0.266681845533364,0.263978280527957,0.348272233044817,0.419843216839686
0,0,0,0,0.581543037744629,0
0,0,0,0.107123722107124,0.225111442675334,0.242868875242869
0.557851649673555,1,0.741050550482101,0.0599050620599051,0.157932312473797,0
0.139362160418086,0,0,0.591758130591758,0,0
0.181655271544966,0,0,0,0,0
0.121130918363393,0,0.258949449517899,0.241213085241213,0.0354132071062396,0.757131124757131
0,0,0,0.222638944890556,0.448839709346519,0.256801705513603
0,0,0,0,0.145419445436258,0.161119579322239
0.0539712061619136,0.335038633,0.774236531774237,0.39783491659134,0,0.0898110431796221
0,0,0,0,0.0730014742190044,0
0.417210600251632,0.664961367,0,0,0,0
0.528818193586455,0,0.225763468225763,0.379526138518105,0.332739370998218,0.492267671984535
0,0,0,0.00425827800425828,0.283066883566134,0
0,0,0,0,0.0245431940490864,0
0,0.277235407831706,1,0.995741721995742,0,0
0.218248981091245,0,0,0,0.41747497083495,0
0.493689864468449,0.429413600288241,0,0,0,0.514342123514342
0.288061154440306,0.293350991880053,0,0,0.27491495154983,0.485657876485658
0,0,0,0,0.239468218478936,0
0,0,0,0,0.501681657003363,0
0,0.355450362710901,0.999227700998455,1,0,0
0.220427077661281,0,0,0,0.172247335344495,0
0.420019715260059,0.571606254143213,0,0,0,0.281828892281829
0.35955320707866,0.0729433831458868,0.000772299001544598,0,0.0866027891732056,0.718171107718171
0,0,0,0,0,0
0,0,0,0,0,0
0.379577585,0,0.294170824882513,0.816341060449023,0.302533079302533,0.154735273154735
0,0,0,0,0.0362915830362916,0
0.148089817,1,0.29592678288778,0.0564971561694915,0,0
0.472332598,0,0.409902392229707,0.127161783381485,0.661175337661175,0.845264726845265
0,0,0,0,0,0
0,0,0,0,0,0
0.562551575125103,0,0.750441258750441,0.0136148180272296,0.268597553,0.00570795900570796
0,0,0,0,0,0
0.0164962920329926,1,0.249558741249559,0.597382171194764,0,0
0.420952132841904,0,0,0.389003010778006,0.731402447,0.994292040994292
0,0,0,0,0,0
0,0,0,0,0,0
0.131848450131848,0.144775738434327,1,0,0,0.051466046
0,0,0,0,0,0
0.428683165428683,0.407617545222853,0,0.506137938,0,0
0.439468384439468,0.44760671634282,0,0.493862062,1,0.948533954
0,0,0,0,0,0
0,0,0,0,0,0
0.248226992248227,0.666962221333924,0.798617900597236,0,0,0
0,0,0,0,0.359784014079352,0.249775740249776
0.608954468608955,0.333037778666076,0,0.491413294491413,0,0
0.142818539142819,0,0.201382099402764,0.508586705508587,0.640215985920648,0.750224259750224
0,0,0,0,0,0
0,0,0,0,0,0
0.899886878599548,1,0.316159748632319,0.0465848440465848,0,0
0,0,0,0,0.141249859,0.714952576144858
0,0,0.431627800863256,0,0,0.260089812780269
0.100113121400452,0,0.252212450504425,0.953415155953415,0.858750141,0.0249576110748728
0,0,0,0,0,0
0,0,0,0,0,0
0.476801332953603,1,0,0.227627509,0,0
0,0,0,0,0.433235529433236,0.479420614917683
0,0,0.287385847,0,0,0.401364464605458
0.523198667046397,0,0.712614153,0.772372491,0.566764470566764,0.11921492047686
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0.65835014265835,0.00920509401841019,0,0.0694781501389563
0,0,0,0,0.525189581050379,0.193627207387254
0,0,0,0.232815362465631,0.048222013096444,0
0,0,0.34164985734165,0.757979543515959,0.426588405853177,0.736894642473789
0,0,0,0,0,0
0,0,0,0.0172994480345989,0,0
0.717328156869313,1,0.086331547,0,0,0.123265244
0,0,0,0,0.0365008670365009,0
0.0983988923935956,0,0.397560385,0.946187765892376,0.522908606522909,0
0.184272950737092,0,0.516108068,0.0365127860730256,0.44059052644059,0.876734756
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0.398533668398534,0
0.287398554574797,0,0.695245200171471,1,0,0
0.712601445425203,0,0.304754799828529,0,0.601466331601466,1
0,0,0,0,0,0
0,0,0.305871677917615,0,0,0
0,1,0.00652486401957459,0,0,0
0,0,0,0.297817775297818,0.543105207543105,0
0.477917634,0,0.41589006624767,0.68203994868204,0,0
0.522082366,0,0.27171339181514,0.0201422760201423,0.456894792456895,1
0,0,0,0,0,0
0,0,0.901993715705981,0,0,0
0,1,0.051524655154574,0,0,0
0,0,0,0.767063129767063,0,0.0542909661085819
1,0,0,0.223103413223103,0,0.00888740401777481
0,0,0.0464816291394449,0.00983345700983346,1,0.936821629873643
0,0,0,0,0,0
0,0,0.90356995371071,0,0,0
0.410616081821232,1,0.0706679782120039,0,0.2161001322161,0
0,0,0,0.985011995985012,0,0.0420804570420805
0.589383918178768,0,0,0,0.040691978040692,0.608203592608204
0,0,0.0257620680772862,0.014988004014988,0.743207889743208,0.349715950349716
0,0,0,0.607158315214317,0,0
0,0,0.997698144997698,0.0172991880345984,0,0
1,1,0.00230185500230185,0,0.0867272690867273,0.468652773405958
0,0,0,0.375542496751085,0,0
0,0,0,0,0,0.166462094499386
0,0,0,0,0.913272730913273,0.364885132094655
0,0,0.365863437365863,0.287753584287754,0,0
0,0,0.55844033955844,0.423468459423468,0,0
0.61678654,1,0.0756962230756962,0,0.496386167992772,0.991068247973205
0,0,0,0.288777956288778,0,0
0,0,0,0,0,0.00565739001697217
0.38321346,0,0,0,0.503613832007228,0.00327436200982309
0,0,0,0,0,0
0,0,0.614465074,0.939782713939783,0,0
0.884441959884442,1,0.186907274,0,0.591434738774304,0.76511500753023
0,0,0,0.0602172860602173,0,0
0,0,0,0,0.109278016327834,0.0715224681430449
0.115558040115558,0,0.198627652,0,0.299287244897862,0.163362524326725
0,0,0,0,0,0
0,0,0,1,0,0
1,1,0.0311526030934578,0,0,0.00274324400274324
0,0,0.253616294760849,0,0,0
0,0,0.29084329987253,0,0.260168063520336,0.0803302780803303
0,0,0.424387802273163,0,0.739831936479664,0.916926477916926
0,0,0,0.775493585775494,0,0
0,0,0,0.224506414224506,0,0
1,1,0.21548006186192,0,0.0484766800969534,0
0,0,0.00319863601279454,0,0,0
0,0,0.781321302125285,0,0.238207850476416,0.500566646001133
0,0,0,0,0.713315469426631,0.499433353998867
0,0,0,0.761018170522036,0,0
0,0,0,0.0672974211345948,0,0
1,0.476061969476062,1,0,1,0.0796474290796474
0,0,0,0.0518973331037947,0,0
0,0,0,0.119787075239574,0,0.221847973221848
0,0.523938030523938,0,0,0,0.698504597698505
0,0,0,0.12179478324359,0,0.289101866867306
0,0,0,0.131993125263986,0,0
1,0.747796107495592,1,0,0.612691901612692,0.440856085322568
0,0,0,0.746212091492424,0,0
0,0,0,0,0,0
0,0.252203892504408,0,0,0.387308098387308,0.270042047810126
0,0,0.301720584206882,0,0,0
0,0,0,0,0,0
1,0.227340743227341,0.698279415793118,0,0.552069375104139,0.410345076410345
0,0,0,1,0,0
0,0.370414505370414,0,0,0,0.00656091300656091
0,0.402244751402245,0,0,0.447930624895861,0.583094010583094
0,0,0,0,0,0
0.563464548126929,0,0,0.0892954621785909,0,0
0.289027102578054,0.303318345303318,1,0,0.447602163447602,0
0,0,0,0.854441589708883,0,0
0.00157390300314781,0,0,0.0562629481125259,0.0089678000089678,0
0.145934446291869,0.696681654696682,0,0,0.54343003654343,1
0,0,0.0739835750739836,0,0,0
0.277287346554575,0,0,0.505453294505453,0,0
0.613406369226813,0.435186133305558,0.926016424926016,0,0,0
0,0,0,0.104638256104638,0,0
0.0134496260268993,0.070895656212687,0,0.389908449389908,0.441915986441916,0
0.0958566581917133,0.493918210481755,0,0,0.558084013558084,1
0,0,0.0931139071862278,0,0.105059129315177,0
0,0,0.4041499798083,0.851927597703855,0,0
1,0.0937124770937125,0.502736113005472,0,0,0
0,0,0,0,0.387317594161953,0
0,0.104606876104607,0,0.148072402296145,0.0136039250408118,0
0,0.801680646801681,0,0,0.494019351482058,1
0,0,0.0772867240772867,0,0.38756976777514,0
0,0,0,0.364894656729789,0,0
0.995481089977405,0,0.916188410916188,0.00614390401228781,0.181783902363568,0
0,0,0,0.149762825299526,0.350816827701634,0
0,0,0,0.00463224100926448,0,0.386131136772262
0.00451891002259455,1,0.00652486500652487,0.474566372949133,0.079829502159659,0.613868863227738
0,0,0,0,0,0
0,0,0,0,0,0
0.751446504502893,0.674176229,0.898127809898128,0.113643112113643,0.964201152964201,0
0,0,0,0.0019323030019323,0,0
0,0,0,0,0,0.581882657581883
0.248553495497107,0.325823771,0.101872190101872,0.884424584884425,0.0357988470357988,0.418117342418117
0,0,0,0,0,0
0,0,0,0,0.0255424050255424,0
0.600080860800243,0.156463440312927,0.45644251382577,0,0.908779495908779,0.0121233870121234
0,0,0.228660957914644,0.0707284040707284,0,0
0.0966964092900892,0.485576445971153,0.00652486402609946,0.0908221900908222,0,0.220192177220192
0.303222729909668,0.35796011371592,0.308371664233487,0.838449405838449,0.0656780990656781,0.767684435767684
0,0,0,0,0,0.698713104794852
0,0,0,0,0.604948939604949,0
0.727622711182868,0.17134485034269,0.971077676971078,0,0.260759156260759,0.00755857203023429
0,0,0.0154407990154408,0.00227903400227903,0,0.104396787417587
0,0.0253816170507632,0,0.41013024041013,0,0.0131213040524852
0.272377288817132,0.803273532606547,0.0134815240134815,0.587590725587591,0.134291904134292,0.176210231704841
0,0,0,0.261485293261485,0,0.0777882781555766
0,0,0,0.387130973387131,1,0
0.16285064,0.703148947703149,1,0,0,0.360483275720967
0,0,0,0,0,0.0111412860222826
0,0,0,0,0,0.00656065401312131
0.83714936,0.296851052296851,0,0.351383733351384,0,0.544026506088053
0,0,0,0.509180714527542,0,0
0,0,0,0.0320652030961956,1,0
0.622502637245005,1,1,7.391000022173e-05,0,0.700096136400192
0,0,0,0,0,0
0,0,0,0,0,0
0.377497362754995,0,0,0.458680172376041,0,0.299903863599808
0,0,0,0.256814606770444,0,0
0,0,0,0,1,0
0.565412816565413,1,0.586641345173283,0.0624107391872322,0,0.742584900742585
0,0,0,0,0,0
0.434587183434587,0,0,0.259252872777759,0,0
0,0,0.413358654826717,0.421521781264565,0,0.257415099257415
0.124338080248676,0,0,0.102265860204532,0,0
0,0,0,0,0.96153000392306,0
0.545919509091839,1,0.0218178380218178,0.547821614095643,0.0264747200529494,0.11057984922116
0,0,0,0,0,0.0113951720227903
0.329742410659485,0,0,0.203786133407572,0,0.071356494142713
0,0,0.978182161978182,0.146126392292253,0.0119952760239906,0.806668484613337
0,0,0.327572641327573,0.014987996044964,0,0
0,0,0,0,0.057408964057409,0
0.958406683550443,0.89372977678746,0,0.591111713773335,0.791818918791819,0.0257262800771788
0,0,0,0,0,0.555835062667505
0.0415933164495574,0,0.135335208135335,0,0,0.135570424406711
0,0.10627022321254,0.537092150537092,0.393900290181701,0.150772117150772,0.282868232848605
0,0,0.00643513401287027,0,0,0
0,0,0,0,0,0
1,0.388963015388963,0,0.353793990707588,0.63914959963915,0
0,0,0.566053228132106,0,0,0.477923733955848
0,0,0.249670709499341,0.0172991930345984,0,0.437155781874312
0,0.611036984611037,0.177840928355682,0.628906816257814,0.36085040036085,0.084920484169841
0,0,0,0,0,0
0,0,0,0,0,0
1,0.0560754490560755,0,0.00534618700534619,0.021753010021753,0
0,0,0.223628364223628,0.246921501246921,0,0.0946097751892195
0,0,0.622677591622678,0,0,0.0375690670751381
0,0.943924550943925,0.153694044153694,0.747732311747732,0.978246989978247,0.867821157735642
0,0,0,0,0,0
0,0,0,0,0,0
0.191123588382247,0,0,0,0.22304978822305,0
0,0,0,1,0,0.0988888010988888
0.808876411617753,0,0.01533914,0,0,0
0,1,0.98466086,0,0.77695021177695,0.901111198901111
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.682616968682617,0
0,0.336678667336679,0.133547319133547,0.56577003413154,0,0
1,0.0491548530491549,0.100233945100234,0.388697254777395,0,0.292522936292523
0,0.614166479614166,0.766218735766219,0.0455327110910654,0.317383031317383,0.707477063707477
0,0,0.25681519151363,0,0,0
0,0,0.171825702343651,0,0,0
0,0,0.275412874550826,0,0.536983489536983,0.374976465374976
0,0.00321652900321653,0.209712714419425,0,0,0
1,0,0.0257623270515247,0.861778654723557,0.129008993129009,0.0864028640864029
0,0.996783470996783,0.0604711901209424,0.138221345276443,0.334007517334008,0.538620670538621
0,0,0,0,0,0.0122447520244895
0,0.155952072155952,0.944039435944039,0,0,0
0,0,0.02011997302012,0,0,0.0942632801885266
0,0.152746434152746,0.0358405910358406,0,0,0
0.725654101176962,0,0,0.417191927834384,0.395148570395149,0
0.274345898823038,0.691301493691302,0,0.582808072165616,0.604851429604851,0.893491967786984
0,0.262148345262148,0.120981799241964,0,0,0.187046325374093
0,0.54949029054949,0.879018200758036,0,0,0
0,0.0042492010042492,0,0,0,0.00783943401567887
0,0,0,0,0,0
0.897838651897839,0,0,0.309742848309743,0.115782883115783,0.101374008202748
0.102161348102161,0.184112163184112,0,0.690257151690257,0.884217116884217,0.703740232407481
0,0.0395719210791438,0.386802136386802,0,0,0
0,0.477650383955301,0.375315416375315,0,0,0
0.0150235250300471,0.482777694965555,0.237882447237882,0.273652178820957,0.257430074,0.378611983378612
0,0,0,0.186614484559843,0,0
0.729413159458826,0,0,0.291386012874158,0,0.0207107380207107
0.255563315511127,0,0,0.248347323745042,0.742569926,0.600677278600677
0.134881926404646,0,0.00603342400603342,0,0.380535568761071,0
0.0290538130871614,0,0.891747940891748,0,0,0
0,1,0.102218635102219,0.985360023,0.170602160341204,0.708895993
0,0,0,0,0.268137492536275,0
0.613632409840897,0,0,0,0,0
0.222431850667296,0,0,0.014639977,0.18072477836145,0.291104007
0,0,0.0401644901204935,0,0.0882111830882112,0
0.887172755887173,0,0.520281545560845,0,0,0
0,0.926912185926912,0.108114640324344,0.868561332737123,0,0.931866259
0,0,0.320957526962873,0,0.705676502705677,0
0,0,0.0104817970314454,0,0,0
0.112827244112827,0.0730878140730878,0,0.131438667262877,0.206112314206112,0.068133741
0,0,0.277326434554653,0,0,0
1,0,0.00602123501204247,0,0,0
0,0.0200525510200526,0.303817486607635,0.347331107,0.07899001515798,1
0,0,0,0,0.0688998151377996,0
0,0,0.41283484382567,0,0,0
0,0.979947448979947,0,0.652668893,0.85211016970422,0
0,0,0.206242553618728,0.391985878783972,0,0
1,0,0.656119085968357,0,0,0
0,0.0531027080531027,0.0569792461709377,0,0.820094460820095,0.561801838123604
0,0,0.044905651134717,0,0,0.106420924212842
0,0.731824125731824,0.0357534631072604,0,0,0
0,0.215073166215073,0,0.608014121216028,0.179905539179906,0.331777237663554
0,0,0.00922791300922791,0.440720971440721,0,0
1,0,0.666518673666519,0,0,0
0,0,0,0.0938641880938642,0.132342483132343,0.0144994090289988
0,0,0.00929534000929534,0,0,0.455300661910601
0,0.13268036213268,0.314958073314958,0,0,0
0,0.86731963786732,0,0.465414840465415,0.867657516867658,0.5301999290604
0,0,0.349324783397299,0,0,0
1,0,0.244571927978288,0,0,0
0,0.305122538305123,0,0.0305447220610894,0.701759249701759,0.266178735532357
0,0,0.299592922198372,0,0,0.0735162541470325
0,0,0.106510366426041,0.0735471141470942,0,0.0058645990117292
0,0.694877461694878,0,0.895908163791816,0.298240750298241,0.654440411308881
0,0,0.374802970749606,0,0,0
